STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,siec,Standard international energy product classification (SIEC),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,EU27_2020,European Union - 27 countries (from 2020),2025-10,,202203.174,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,EU27_2020,European Union - 27 countries (from 2020),2025-11,,211500.430,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,EU27_2020,European Union - 27 countries (from 2020),2025-12,,222207.919,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,EU27_2020,European Union - 27 countries (from 2020),2026-01,,244701.826,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,EU27_2020,European Union - 27 countries (from 2020),2026-02,,214656.642,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2025-08,,5922.204,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2025-09,,5766.218,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2025-10,,6782.518,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2025-11,,7367.112,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2025-12,,7951.226,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2026-01,,9274.561,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2026-02,,8498.256,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2026-03,,7963.081,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2026-04,,6796.852,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FI,Finland,2026-05,,6177.385,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2025-08,,28971.104,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2025-09,,29331.317,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2025-10,,32408.981,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2025-11,,37041.039,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2025-12,,41471.060,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2026-01,,46310.384,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2026-02,,37243.999,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2026-03,,37316.714,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,FR,France,2026-04,,31410.036,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2025-08,,1244.181,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2025-09,,1036.928,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2025-10,,1064.235,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2025-11,,1120.151,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2025-12,,1325.275,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2026-01,,1356.826,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2026-02,,1155.178,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2026-03,,1207.542,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,GE,Georgia,2026-04,,1089.084,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2025-08,,1485.052,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2025-09,,1327.692,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2025-10,,1382.949,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2025-11,,1425.423,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2025-12,,1596.685,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2026-01,,1685.891,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2026-02,,1415.116,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2026-03,,1449.085,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HR,Croatia,2026-04,,1281.959,,,,,
dataflow,ESTAT:NRG_CB_EM$DEFAULTVIEW(1.0),"Supply, transformation and consumption of electricity - monthly data",M,Monthly,AIM,Available to internal market,E7000,Electricity,GWH,Gigawatt-hour,HU,Hungary,2025-08,,3425.591,,,,,
